Report generated on: 05-03-2026 15:14:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.57-1-UZB-TBPD.A","        Uzbekistan","--","--","--","--","--","","--","--","--","--","--","--","27","46.71780821917808","110","103","99","102","94.27397260273973","92.50920547945205","82.753","79.3","75.34","154","157","108","108","98","96","90","75","71","63","60","56","52","48","46.02672328767123"
"INTL.57-1-VUT-TBPD.A","        Vanuatu","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-VEN-TBPD.A","        Venezuela","2168.3387978142077","2101.980821917808","1894.9287671232876","1800.9479452054795","1714.1775956284152","1677.1780821917807","1787.041095890411","1751.9506849315069","1903","1906.978082191781","2136.671232876712","2375.178082191781","2333.7650273224044","2305.054794520548","2443.1369863013697","2752.4","2937.620218579235","3182.441095890411","3119.38904109589","2784.821917808219","2893.620218579235","2806.9134410958904","2435.3080191780823","2303.495602739726","2563.9085601092897","2839.5498273972603","2785.042293150685","2819.733887671233","2510","2520","2410","2500","2500","2500","2500","2489.4739726027397","2254.4535519125684","1997.4054794520548"
"INTL.57-1-VNM-TBPD.A","        Vietnam","","","","","","","","5","10","30","51.797260273972604","77.1041095890411","114","126.3013698630137","142.18493150684932","152.7945205479452","175.49726775956285","202.22739726027396","249.8082191780822","304.3095890410959","324.57923497267757","334.76164383561644","332.15890410958906","345.97605205479454","365.8991857923497","358.056402739726","352.7438","313.1175671232877","301.74590163934425","331.0821917808219","299.0931506849315","302.1287671232877","331.0464480874317","332.07671232876714","306.827397260274","333.44109589041096","301.8497267759563","272.2990812627942"
"INTL.57-1-WAK-TBPD.A","        Wake Island","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ESH-TBPD.A","        Western Sahara","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-YEM-TBPD.A","        Yemen","","","","","","","","9.178082191780822","166.28961748633878","194.65753424657535","194.97260273972603","196.64383561643837","180.02732240437157","216.5095890410959","337.5958767123288","343.678","346.19316393442625","362.4028082191781","369.0011917808219","392.427","436.5018333333333","438.72997260273974","438.2562575342466","430.8732273972603","424.53291530054645","422.60922739726027","396.16226301369863","345.35233150684934","316.4715491803279","303.465495890411","303.68412602739727","208.4484575342466","166.44833879781422","183.91829041095892","136.18024383561644","31.76234794520548","18.270491803278688","32"
"INTL.57-1-ZMB-TBPD.A","        Zambia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-ZWE-TBPD.A","        Zimbabwe","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","natural gas plant liquids production (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.58-1-WORL-TBPD.A","    World","3446.28975","3630.69","3631.8","3643.3","3872.7","3933","4162.9","4284.5","4498.4","4512.4","4644.9","4816.557","4847.6127","6113.33205479452","6221.953030136986","6457.514643835617","6759.089909836066","6886.417906849315","6894.876038356165","7106.100139726027","7196.929950819672","7366.641561643835","7562.908726027397","6552.166515068493","6747.621827868852","6909.867591780822","7028.919602739726","7042.143073972603","8246.372702185792","8408.914726027397","8089.190112876712","8413.31784","8919.93228169399","9078.192036529681","9606.533719863013","9945.69395890411","10244.796360655737","11047.578764033142"
"INTL.58-1-AFG-TBPD.A","        Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ALB-TBPD.A","        Albania","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-DZA-TBPD.A","        Algeria","","","","","420","387","469","535","557","553","583","576","571","570","540","537.972602739726","578.3469945355191","580.8493150684932","609.6301369863014","620","630","640","648.2465753424658","288","280","281","263","275","250","325","340","322","342","300","300","368","349","330"
"INTL.58-1-ASM-TBPD.A","        American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-AGO-TBPD.A","        Angola","","","","","","","","","","","","","","","","","","","3.780821917808219","","","","","","3","12.26027397260274","20","20","10","10","10","10","10","12","15","27","28","46"
"INTL.58-1-ATA-TBPD.A","        Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ATG-TBPD.A","        Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ARG-TBPD.A","        Argentina","","","","","35","35","39","41","40","40","40","38","42","47","52","55","55","57","57","62","62","93","95","149","168","142","145","131","118","120","123","102","103","104","104","108.51506849315068","112.33879781420765","115"
"INTL.58-1-ARM-TBPD.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-ABW-TBPD.A","        Aruba","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-AUS-TBPD.A","        Australia","","","","","63.423497267759565","63","68.52054794520548","72.86575342465754","69.34699453551913","66.3917808219178","65.91506849315068","64.02465753424657","66.93989071038251","66.16712328767123","69.16385205479452","65.57449315068493","70.43222677595628","80.31976712328768","80.02156164383561","81.88519726027397","80.21829781420765","81.00475068493151","86.39851780821918","87.7422904109589","85.89770491803279","89.3205698630137","89.13162739726027","80.91530136986302","72.8243087431694","76.8427397260274","70.77120273972602","61.339838356164385","60.04153551912568","57.89867945205479","58.216808219178084","48.92687945205479","55.27816393442623","51.62739726027397"
"INTL.58-1-AUT-TBPD.A","        Austria","","","","","1","0.4191780821917808","0.6657534246575343","0.663013698630137","1","1.3342465753424657","0.9945205479452055","1.1643835616438356","1.0765027322404372","1","1","1","0.9153005464480874","1","1","1","1.0655737704918034","1.915068493150685","3.1095890410958904","2.893150684931507","2.8278688524590163","2.7808630136986303","2.797290410958904","4.317898630136987","4","3.915068493150685","4.076712328767123","3.9972602739726026","4.079234972677596","1","1","1","0","0"
"INTL.58-1-AZE-TBPD.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9027117808219176"
"INTL.58-1-BHR-TBPD.A","        Bahrain","","","","","9","8","8","9","9","9","10","12","14","13","13.471","13.471","12.413","12.413","11.633","11.543","10.97","10.94","11.06","10.88","11.541","11.723","11.271","10.669","11","11","9","10","11","10","11","11","11","10"
"INTL.58-1-BGD-TBPD.A","        Bangladesh","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","2","7","6","7","7","7","7","7","8","11","12.324"
"INTL.58-1-BRB-TBPD.A","        Barbados","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BLR-TBPD.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BEL-TBPD.A","        Belgium","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BLZ-TBPD.A","        Belize","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BEN-TBPD.A","        Benin","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BMU-TBPD.A","        Bermuda","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BTN-TBPD.A","        Bhutan","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BOL-TBPD.A","        Bolivia","","","","","4","4","4","4","4","4","5","5","5","5","5","7","7","8","9","8","7.416","8.136","8.136","8.136","9.191","7.5","21","22","21","20","21","22","24","25","28","29","33","33"
"INTL.58-1-BIH-TBPD.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BWA-TBPD.A","        Botswana","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BRA-TBPD.A","        Brazil","","","","","14","18","21","24","23","22","22.747945205479454","24","25","26.654794520547945","25","26","24","26","27","31.34666301369863","36.832890710382514","40.18201917808219","42.991550684931504","49.298454794520545","56.35889071038251","65.74306849315069","81.38965479452055","84.65910136986301","86.41375683060109","78.6764493150685","82.74961369863014","87.51164657534247","87.78894535519126","90.24235068493151","91.71368767123288","89.50932602739726","96.74179234972678","111.02902070075686"
"INTL.58-1-VGB-TBPD.A","        British Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BRN-TBPD.A","        Brunei","","","","","17","19","16","16","17","18","18","17","18","18","18","20","20","21.594520547945205","22","22","16","15","15","15","17","18","21","20","24","20","16","12.786712328767123","12.87188524590164","13.148534246575343","12.062624657534247","11.44225205479452","11.823658469945356","12.56251506849315"
"INTL.58-1-BGR-TBPD.A","        Bulgaria","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BFA-TBPD.A","        Burkina Faso","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-MMR-TBPD.A","        Burma","","","","","","","","","","","","","","","","","","","","","","","","","0.15","0.187","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"INTL.58-1-BDI-TBPD.A","        Burundi","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CPV-TBPD.A","        Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-KHM-TBPD.A","        Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CMR-TBPD.A","        Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CAN-TBPD.A","        Canada","","","","","339","340","330.2520547945206","372.3205479452055","382.77322404371586","407.11506849315066","413.75342465753425","435.35068493150686","467.0983606557377","507.74246575342465","541.2365232876713","584.2605643835617","627.7477021857924","640.134701369863","647.6789205479452","681.8352164383562","706.1228224043716","672.3882328767123","651.154493150685","661.099197260274","666.8066229508197","668.499002739726","703.628693150685","700.4941397260274","677.0288360655738","639.6692684931508","596.9041095890411","591.0410958904109","610.655737704918","639.0410958904109","665.5068493150685","706.6575342465753","787.4043715846994","854.3287671232877"
"INTL.58-1-CYM-TBPD.A","        Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CAF-TBPD.A","        Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-TCD-TBPD.A","        Chad","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-CHL-TBPD.A","        Chile","","","","","8.333333333333334","7.663013698630137","7.580821917808219","7.663013698630137","7.333333333333333","7.161643835616438","6.917808219178082","6.416438356164384","6.418032786885246","7","6.531553424657535","5.805572602739726","5.265210382513661","4.517575342465753","4.775123287671233","4.775123287671233","3.666581967213115","4.903961643835617","4.903961643835617","4.903961643835617","4.890530054644809","4.304123287671233","9.597306849315068","8.29867397260274","4","4","8.824657534246576","8.342465753424657","5.8224043715847","3.9726027397260273","2.1616438356164385","1","1","2.864156164383562"
